paper_year,paper_id,paper_title,paper_authors,paper_language,citation_id,citation_info,citation_year,citation_validity,citation_origin,citation_type,citation_scope,citation_longevity
2010,9,Defining and Applying Detection Strategies for Aspect-Oriented Code Smells,"Isela Macia Bertran, Alessandro Garcia, Arndt von Staa",english,9,"Jesudoss, A., and S. Maneesha. ""Identification of code smell using machine learning."" In 2019 International Conference on Intelligent Computing and Control Systems (ICCS), pp. 54-58. IEEE, 2019.",2019,valid,community_int,conference,international,9
2010,9,Defining and Applying Detection Strategies for Aspect-Oriented Code Smells,"Isela Macia Bertran, Alessandro Garcia, Arndt von Staa",english,10,"Sharma, Tushar, and Diomidis Spinellis. ""Detailed overview of software smells."" Zenodo. doi 10 (2017).",2017,valid,community_int,other,international,7
2010,9,Defining and Applying Detection Strategies for Aspect-Oriented Code Smells,"Isela Macia Bertran, Alessandro Garcia, Arndt von Staa",english,11,"Martinez, Jabier, and Ali Parsai. ""D3. 1: Identification of relevant state of the art.""",2018,valid,community_int,other,international,8
2010,9,Defining and Applying Detection Strategies for Aspect-Oriented Code Smells,"Isela Macia Bertran, Alessandro Garcia, Arndt von Staa",english,12,"SINGH, AMANPREET, and ESH NARAYAN NAIYA. ""To improve the modularity of the software in the code smell using Aspect-Oriented Programming (AOP)."" International Journal of Advanced Research in Computer Engineering & Technology (IJARCET) 2, no. 4 (2013).",2013,valid,community_int,journal,international,3
2010,9,Defining and Applying Detection Strategies for Aspect-Oriented Code Smells,"Isela Macia Bertran, Alessandro Garcia, Arndt von Staa",english,13,"Masmali, Omar. ""Towards the Development of a Cohesive Design-Driven Code Quality Metrics."" PhD diss., The University of Texas at El Paso, 2020.",2020,valid,community_int,msc_phd,international,10
2010,9,Defining and Applying Detection Strategies for Aspect-Oriented Code Smells,"Isela Macia Bertran, Alessandro Garcia, Arndt von Staa",english,14," ""基於可客製化閥值偵測面向氣味之移除方法."" PhD diss., 2018.",2018,valid,community_int,msc_phd,international,8
2010,10,Evaluating the Implications of a Package Design Principle upon Software Maintainability,"Marcelo de França Costa, Márcio de Oliveira Barros",english,1,"Kon, Fabio, Paulo Meirelles, Nelson Lago, Antonio Terceiro, Christina Chavez, and Manoel Mendonça. ""Free and open source software development and research: Opportunities for software engineering."" In 2011 25th Brazilian Symposium on Software Engineering, pp. 82-91. IEEE, 2011.",2011,valid,community_nat,conference,national_sbes,1
2010,10,Evaluating the Implications of a Package Design Principle upon Software Maintainability,"Marcelo de França Costa, Márcio de Oliveira Barros",english,2,"이준하, 박의제, 박용범, 박수진, and 박수용. ""클래스의 직접 및 간접 결합도 메트릭을 이용한 소프트웨어 모듈화 방안."" 정보과학회논문지: 소프트웨어 및 응용 41, no. 5 (2014): 327-339.",2014,valid,community_int,journal,international,4
2010,11,Evolving a Wizard to Support Inspection Process through Qualitative and Quantitative Analysis,"Fábio Santos, Marcos Gomes, Horácio A. B. F. Oliveira, Tayana Conte",english,1,"Santos, Fábio, and Tayana Conte. ""Evoluindo um Assistente de Apoio à Inspeção de Usabilidade através de Estudos Experimentais."" In CIbSE, pp. 197-210. 2011.",2011,valid,self,conference,international,1
2010,11,Evolving a Wizard to Support Inspection Process through Qualitative and Quantitative Analysis,"Fábio Santos, Marcos Gomes, Horácio A. B. F. Oliveira, Tayana Conte",english,2,"Gomes, Marcos, Horácio ABF de Oliveira, and Tayana Conte. ""Evaluating a Usability Inspection Technique by means of Industry: Case Studies."" CLEI Electronic Journal 16, no. 1 (2013): 8-8.",2013,valid,self,journal,international,3
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,1,"Novais, Renato Lima, André Torres, Thiago Souto Mendes, Manoel Mendonça, and Nico Zazworka. ""Software evolution visualization: A systematic mapping study."" Information and Software Technology 55, no. 11 (2013): 1860-1883.",2013,valid,self,journal,international,3
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,2,"Rasool, Ghulam, and Zeeshan Arshad. ""A review of code smell mining techniques."" Journal of Software: Evolution and Process 27, no. 11 (2015): 867-895.",2015,valid,community_int,journal,international,5
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,3,"Singh, Satwinder, and Sharanpreet Kaur. ""A systematic literature review: Refactoring for disclosing code smells in object oriented software."" Ain Shams Engineering Journal 9, no. 4 (2018): 2129-2151.",2018,valid,community_int,journal,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,4,"de Paulo Sobrinho, Elder Vicente, Andrea De Lucia, and Marcelo de Almeida Maia. ""A systematic literature review on bad smells–5 w's: which, when, what, who, where."" IEEE Transactions on Software Engineering 47, no. 1 (2018): 17-66.",2018,valid,community_nat,journal,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,5,"Padilha, Juliana, Juliana Pereira, Eduardo Figueiredo, Jussara Almeida, Alessandro Garcia, and Cláudio Sant’Anna. ""On the effectiveness of concern metrics to detect code smells: An empirical study."" In International Conference on Advanced Information Systems Engineering, pp. 656-671. Springer, Cham, 2014.",2014,valid,self,conference,international,4
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,6,"Hozano, Mário, Alessandro Garcia, Baldoino Fonseca, and Evandro Costa. ""Are you smelling it? Investigating how similar developers detect code smells."" Information and Software Technology 93 (2018): 130-146.",2018,valid,self,journal,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,7,"Santos, José Amancio M., João B. Rocha-Junior, Luciana Carla Lins Prates, Rogeres Santos do Nascimento, Mydiã Falcão Freitas, and Manoel Gomes de Mendonça. ""A systematic review on the code smell effect."" Journal of Systems and Software 144 (2018): 450-477.",2018,valid,self,journal,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,8,"Gupta, Aakanshi, Bharti Suri, and Sanjay Misra. ""A systematic literature review: code bad smells in java source code."" In International Conference on Computational Science and Its Applications, pp. 665-682. Springer, Cham, 2017.",2017,valid,community_int,conference,international,7
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,9,"Cardoso, Bruno, and Eduardo Figueiredo. ""Co-occurrence of design patterns and bad smells in software systems: An exploratory study."" In Anais do XI Simpósio Brasileiro de Sistemas de Informação, pp. 347-354. SBC, 2015.",2015,valid,self,conference,national_other,5
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,10,"Kon, Fabio, Paulo Meirelles, Nelson Lago, Antonio Terceiro, Christina Chavez, and Manoel Mendonça. ""Free and open source software development and research: Opportunities for software engineering."" In 2011 25th Brazilian Symposium on Software Engineering, pp. 82-91. IEEE, 2011.",2011,valid,self,conference,national_sbes,1
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,11,"Abílio, Ramon, Pedro Teles, Heitor Costa, and Eduardo Figueiredo. ""A systematic review of contemporary metrics for software maintainability."" In 2012 Sixth Brazilian Symposium on Software Components, Architectures and Reuse, pp. 130-139. IEEE, 2012.",2012,valid,self,conference,national_other,2
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,12,"Garcia, Joshua. A unified framework for studying architectural decay of software systems. University of Southern California, 2014.",2014,valid,community_int,msc_phd,international,4
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,13,"Santos, José Amancio M., and Manoel G. de Mendonça. ""Exploring decision drivers on god class detection in three controlled experiments."" In Proceedings of the 30th Annual ACM Symposium on Applied Computing, pp. 1472-1479. 2015.",2015,valid,self,conference,international,5
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,14,"Figueiredo Carneiro, Glauco de, and Manoel Gomes de Mendonça Neto. ""Sourceminer: Towards an extensible multi-perspective software visualization environment."" In International Conference on Enterprise Information Systems, pp. 242-263. Springer, Cham, 2013.",2013,valid,self,conference,international,3
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,15,"Nunes, Camila, Alessandro Garcia, Eduardo Figueiredo, and Carlos Lucena. ""Revealing mistakes in concern mapping tasks: an experimental evaluation."" In 2011 15th European Conference on Software Maintenance and Reengineering, pp. 101-110. IEEE, 2011.",2011,valid,self,conference,international,1
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,16,"M Santos, José Amancio, Manoel Gomes de Mendonça, Cleber Pereira Dos Santos, and Renato Lima Novais. ""The problem of conceptualization in god class detection: agreement, strategies and decision drivers."" Journal of Software Engineering Research and Development 2, no. 1 (2014): 1-33.",2014,valid,self,journal,national_other,4
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,17,"Carneiro, Glauco de F., and Manoel Gomes de Mendonça. ""Sourceminer-a multi-perspective software visualization environment."" In International Conference on Enterprise Information Systems, vol. 2, pp. 25-36. SCITEPRESS, 2013.",2013,valid,self,conference,international,3
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,18,"Kulesza, Uirá, Sergio Soares, Christina Chavez, Fernando Castor, Paulo Borba, Carlos Lucena, Paulo Masiero et al. ""The crosscutting impact of the AOSD Brazilian research community."" Journal of Systems and Software 86, no. 4 (2013): 905-933.",2013,valid,self,journal,international,3
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,19,"Nunes, Camila, Alessandro Garcia, Carlos Lucena, and Jaejoon Lee. ""Heuristic expansion of feature mappings in evolving program families."" Software: Practice and Experience 44, no. 11 (2014): 1315-1349.",2014,valid,self,journal,international,4
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,20,"Novais, Renato L., Caio AN Lima, Glauco de F. Carneiro, R. M. S. Paulo, and Manoel Mendonca. ""An interactive differential and temporal approach to visually analyze software evolution."" In 2011 6th International Workshop on Visualizing Software for Understanding and Analysis (VISSOFT), pp. 1-4. IEEE, 2011.",2011,valid,self,conference,international,1
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,21,"Guimaraes, Everton, Alessandro Garcia, Eduardo Figueiredo, and Yuanfang Cai. ""Prioritizing software anomalies with software metrics and architecture blueprints."" In 2013 5th International Workshop on Modeling in Software Engineering (MiSE), pp. 82-88. IEEE, 2013.",2013,valid,self,conference,international,3
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,22,"Lessa, Ivan de M., Glauco de F. Carneiro, Miguel Jorge TP Monteiro, and Fernando Brito E. Abreu. ""A multiple view interactive environment to support MATLAB and GNU/Octave program comprehension."" In 2015 12th International Conference on Information Technology-New Generations, pp. 552-557. IEEE, 2015.",2015,valid,self,conference,international,5
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,23,"Schots, Marcelo, and Manoel Mendonça. ""Awareness and comprehension in software/systems engineering practice and education: trends and research directions."" In 2012 26th Brazilian Symposium on Software Engineering, pp. 186-190. IEEE, 2012.",2012,valid,self,conference,national_sbes,2
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,24,"dos Reis, José Pereira, Fernando Brito e Abreu, and Glauco de F. Carneiro. ""Code smells detection 2.0: Crowdsmelling and visualization."" In 2017 12th Iberian Conference on Information Systems and Technologies (CISTI), pp. 1-4. IEEE, 2017.",2017,valid,self,conference,international,7
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,25,"Mumtaz, Haris, Fabian Beck, and Daniel Weiskopf. ""Detecting bad smells in software systems with linked multivariate visualizations."" In 2018 IEEE Working Conference on Software Visualization (VISSOFT), pp. 12-20. IEEE, 2018.",2018,valid,community_int,conference,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,26,"Mhawish, Mohammad Y., and Manjari Gupta. ""Predicting code smells and analysis of predictions: Using machine learning techniques and software metrics."" Journal of Computer Science and Technology 35, no. 6 (2020): 1428-1445.",2020,valid,community_int,journal,international,10
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,27,"Carneiro, Glauco de F., Carlos FR Conceição, and José Maria N. David. ""A multiple view environment for collaborative software comprehension."" In ICSEA: The Seventh International Conf. on Software Engineering Advances, Portugal, pp. 15-21. 2012.",2012,valid,self,conference,international,2
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,28,"Chavez, Christina, Sergio Soares, Paulo Borba, Carlos Lucena, Paulo Masiero, Claudio Sant'Anna, Eduardo Piveta et al. ""The AOSD research community in Brazil and its crosscutting impact."" In 2011 25th Brazilian Symposium on Software Engineering, pp. 72-81. IEEE, 2011.",2011,valid,self,conference,national_sbes,1
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,29,"Steinbeck, Marcel. ""An arc-based approach for visualization of code smells."" In 2017 IEEE 24th International Conference on Software Analysis, Evolution and Reengineering (SANER), pp. 397-401. IEEE, 2017.",2017,valid,community_int,conference,international,7
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,30,"Santos, José Amancio M., and Manoel G. Mendonça. ""Identifying strategies on god class detection in two controlled experiments."" In SEKE, pp. 244-249. 2014.",2014,valid,self,conference,international,4
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,31,"Zlatoff, Nicolas, Guillaume Ryder, Bruno Tellez, and Atilla Baskurt. ""Content-based image retrieval: on the way to object features."" In 18th International Conference on Pattern Recognition (ICPR'06), vol. 4, pp. 153-156. IEEE, 2006.",2006,invalid,community_int,conference,international,
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,32,"Novais, Renato L., MG Mendonça Neto, D. L. Maron, I. C. Machado, and Caio AN Lima. ""On the use of a multiple-visualization approach to manage software bugs."" In Software Visualization (WBVS), 2011 1nd Brazilian Workshop on, pp. 1-8. 2011.",2011,invalid,self,conference,national_other,
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,33,"Mhawish, Mohammad Y., and Manjari Gupta. ""Generating code-smell prediction rules using decision tree algorithm and software metrics."" International Journal of Computer Sciences and Engineering 7, no. 5 (2019): 41-48.",2019,valid,community_int,journal,international,9
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,34,"Rahman, Md Masudur, Rashed Rubby Riyadh, Shah Mostafa Khaled, Abdus Satter, and Md Rayhanur Rahman. ""MMRUC3: A recommendation approach of move method refactoring using coupling, cohesion, and contextual similarity to enhance software design."" Software: Practice and Experience 48, no. 9 (2018): 1560-1587.",2018,valid,community_int,journal,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,35,"Sehgal, R., D. Mehrotra, and M. Bala. ""Prioritizing the refactoring need for critical component using combined approach."" Decision Science Letters 7, no. 3 (2018): 257-272.",2018,valid,community_int,journal,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,36,"Singjai, Apitchaka, Georg Simhandl, and Uwe Zdun. ""On the practitioners’ understanding of coupling smells—A grey literature based Grounded-Theory study."" Information and Software Technology 134 (2021): 106539.",2021,valid,community_int,journal,international,11
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,37,"Jesudoss, A., and S. Maneesha. ""Identification of code smell using machine learning."" In 2019 International Conference on Intelligent Computing and Control Systems (ICCS), pp. 54-58. IEEE, 2019.",2019,valid,community_int,conference,international,9
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,38,"Júnior, Methanias Colaço, Mario Andre de Freitas Farias, Igor Maciel, Paulo Henrique dos Santos, and Manoel Mendonca. ""Triangulating experiments in an industrial setting to evaluate preferred representational systems of software developers."" In 2014 Brazilian Symposium on Software Engineering, pp. 71-80. IEEE, 2014.",2014,valid,self,conference,national_sbes,4
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,39,"Santos, José Amancio M., João B. Rocha-Junior, and Manoel Gomes de Mendonça. ""Investigating factors that affect the human perception on god class detection: an analysis based on a family of four controlled experiments."" Journal of Software Engineering Research and Development 5, no. 1 (2017): 1-39.",2017,valid,self,journal,national_other,7
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,40,"Fenske, Wolfram. ""Code smells in highly configurable software."" In 2015 IEEE International Conference on Software Maintenance and Evolution (ICSME), pp. 602-605. IEEE, 2015.",2015,valid,community_int,conference,international,5
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,41,"Padilha, Juliana. ""Detecção de anomalias de código usando métricas de software."" (2013).",2013,valid,community_nat,msc_phd,national_other,3
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,42,"Araujo, Pedro, Diego Lizondo, Sebastian Rodriguez, and Vincent Hilaire. ""An approach for organizational design smells identification within multi-agent systems."" Buenos Aires (2015): 10. International Workshop on Coordination, Organisation, Institutions and Norms in Multi-Agent Systems",2015,valid,community_int,conference,international,5
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,43,"Araujo, Pedro, Sebastián Rodríguez, and Vincent Hilaire. ""A metamodeling approach for the identification of organizational smells in multi-agent systems: application to ASPECS."" Artificial Intelligence Review 49, no. 2 (2018): 183-210.",2018,valid,community_int,journal,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,44,"Hadj-Kacem, Mouna, and Nadia Bouassida. ""Towards a Taxonomy of Bad Smells Detection Approaches."" In ICSOFT, pp. 198-209. 2018.",2018,valid,community_int,conference,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,45,"Silva, Arleson Nunes, Glauco de Figueiredo Carneiro, and José Maria N. David. ""Towards the development of a framework for multiple view interactive environments."" In 2014 11th International Conference on Information Technology: New Generations, pp. 382-387. IEEE, 2014.",2014,valid,self,conference,international,4
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,46,"Novais, Renato Lima, and Manoel Gomes de Mendonça Neto. ""Software evolution visualization: Status, challenges, and research directions."" In Computer Systems and Software Engineering: Concepts, Methodologies, Tools, and Applications, pp. 2053-2067. IGI Global, 2018.",2018,valid,self,other,international,8
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,47,"Taeumel, Marcel. ""Data-driven tool construction in exploratory programming environments."" PhD diss., Universität Potsdam, 2020.",2020,valid,community_int,msc_phd,international,10
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,48,"Lessa, Ivan de M., Glauco de F. Carneiro, Miguel P. Monteiro, and Fernando Brito e Abreu. ""A Concern Visualization Approach for Improving MATLAB and Octave Program Comprehension."" In 2015 29th Brazilian Symposium on Software Engineering, pp. 130-139. IEEE, 2015.",2015,valid,self,conference,national_sbes,5
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,49,"Barbosa, E., and Alessandro Garcia. ""Analyzing crosscutting exception flows in an evolving system."" Proce. of the 4th LA-WASP (2010).",2010,valid,self,conference,national_other,0
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,50,"Hammad, Maen, and Sabah Alsofriya. ""Visualizing code bad smells."" Int. J. Adv. Comput. Sci. Appl 10, no. 5 (2019): 281-286.",2019,valid,community_int,journal,international,9
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,51,"Lessa, Ivan M., Glauco de F Carneiro, Miguel P. Monteiro, and Fernando Brito e Abreu. ""On the use of a multiple view interactive environment for MATLAB and octave program comprehension."" In International Conference on Computational Science and Its Applications, pp. 640-654. Springer, Cham, 2015.",2015,valid,self,conference,national_sbes,5
2010,12,Identifying Code Smells with Multiple Concern Views,"Glauco de Figueiredo Carneiro, Marcos Silva, Leandra Mara, Eduardo Figueiredo, Cláudio Sant'Anna, Alessandro F. Garcia, Manoel G. Mendonça",english,52,"Mehta, Yukti. ""Analyzing Code Smell Removal Sequences for Enhanced Software Maintainability."" PhD diss., Doctoral dissertation, National Institute of Technology Jalandhar, 2017.",2017,valid,community_int,msc_phd,international,7
